mother_id,age,state,rural_urban,education_level,marital_status,employment_status
M1103,35,Imo,Rural,Tertiary,Married,Informal
M1104,24,Lagos,Urban,Secondary,Married,Formal
M1105,30,Ogun,Urban,Tertiary,Married,Formal
M1106,19,Rivers,Rural,Secondary,Single,Formal
M1107,28,Niger,Urban,Tertiary,Married,Informal
M1108,19,Yobe,Rural,None,Married,Formal
M1109,21,Kogi,Urban,Tertiary,Married,Informal
M1110,34,Imo,Rural,Tertiary,Married,Formal
M1111,24,Kebbi,Rural,Secondary,Married,Unemployed
M1112,26,Cross_River,Rural,None,Single,Unemployed
M1113,29,Lagos,Rural,Tertiary,Single,Informal
M1114,27,Cross_River,Rural,Primary,Married,Unemployed
M1115,25,Bauchi,Rural,Secondary,Married,Student
M1116,26,Plateau,Urban,Tertiary,Married,Informal
M1117,37,Jigawa,Rural,Tertiary,Married,Informal
M1118,24,Ondo,Rural,Secondary,Married,Informal
M1119,26,Kebbi,Rural,None,Married,Informal
M1120,30,Oyo,Urban,Primary,Married,Informal
M1121,30,Plateau,Urban,Primary,Single,Informal
M1122,30,Zamfara,Urban,Secondary,Married,Formal
M1123,28,Oyo,Rural,Secondary,Married,Informal
M1124,19,Kwara,Rural,Tertiary,Married,Informal
M1125,33,Lagos,Rural,Primary,Married,Formal
M1126,19,Adamawa,Rural,Tertiary,Married,Informal
M1127,26,Sokoto,Urban,Secondary,Single,Informal
M1128,21,Oyo,Rural,Secondary,Married,Informal
M1129,24,Ebonyi,Urban,Tertiary,Married,Formal
M1130,26,Borno,Rural,Secondary,Married,Unemployed
M1131,26,Niger,Urban,Tertiary,Single,Formal
M1132,27,Enugu,Rural,Tertiary,Married,Unemployed
M1133,33,Imo,Urban,Primary,Single,Informal
M1134,27,Abia,Rural,Secondary,Married,Formal
M1135,23,Rivers,Rural,Secondary,Married,Informal
M1136,29,Kebbi,Urban,Tertiary,Married,Informal
M1137,30,Kaduna,Rural,Secondary,Married,Informal
M1138,18,Benue,Urban,Primary,Married,Formal
M1139,27,Lagos,Rural,Secondary,Married,Formal
M1140,28,Adamawa,Urban,None,Married,Formal
M1141,23,Ogun,Rural,Secondary,Married,Informal
M1142,31,Cross_River,Rural,None,Married,Unemployed
M1143,24,Kaduna,Rural,Primary,Married,Student
M1144,25,Imo,Urban,Secondary,Married,Unemployed
M1145,24,Jigawa,Rural,Tertiary,Single,Informal
M1146,25,Niger,Rural,Secondary,Married,Student
M1147,19,Osun,Rural,Primary,Married,Unemployed
M1148,17,Kebbi,Urban,None,Married,Unemployed
M1149,32,Anambra,Rural,Secondary,Single,Informal
M1150,20,Akwa_Ibom,Urban,None,Married,Informal
M1151,20,Benue,Urban,Primary,Married,Unemployed
M1152,15,Kwara,Rural,Tertiary,Married,Informal
M1153,21,Lagos,Urban,Tertiary,Married,Informal
M1154,18,Edo,Rural,Secondary,Married,Unemployed
M1155,33,Lagos,Urban,Secondary,Single,Informal
M1156,30,Kano,Urban,Secondary,Married,Student
M1157,21,Kaduna,Rural,Secondary,Single,Informal
M1158,36,Edo,Urban,Tertiary,Married,Unemployed
M1159,29,Ogun,Urban,None,Married,Formal
M1160,23,Bauchi,Rural,Secondary,Married,Informal
M1161,15,Kaduna,Urban,Secondary,Married,Informal
M1162,36,Edo,Urban,Secondary,Single,Informal
M1163,18,Nasarawa,Rural,Secondary,Single,Formal
M1164,16,Kano,Urban,Tertiary,Married,Informal
M1165,30,Lagos,Urban,Primary,Married,Informal
M1166,37,Akwa_Ibom,Rural,Secondary,Married,Informal
M1167,31,Jigawa,Rural,Secondary,Married,Student
M1168,27,Kogi,Urban,Primary,Married,Informal
M1169,27,Abia,Rural,None,Married,Formal
M1170,29,Enugu,Rural,Tertiary,Married,Unemployed
M1171,28,Cross_River,Rural,Tertiary,Married,Unemployed
M1172,26,Bayelsa,Urban,Secondary,Married,Informal
M1173,25,Ebonyi,Rural,Secondary,Married,Formal
M1174,24,Gombe,Rural,Secondary,Married,Informal
M1175,21,Abia,Rural,Primary,Married,Informal
M1176,23,Ogun,Urban,Tertiary,Married,Formal
M1177,16,Borno,Rural,Secondary,Married,Unemployed
M1178,24,Jigawa,Rural,Primary,Married,Informal
M1179,20,Niger,Rural,Secondary,Divorced,Student
M1180,19,Kano,Rural,Secondary,Married,Unemployed
M1181,25,Oyo,Urban,None,Married,Informal
M1182,31,Oyo,Urban,Secondary,Single,Unemployed
M1183,29,Anambra,Rural,Primary,Married,Informal
M1184,17,Rivers,Urban,Secondary,Married,Unemployed
M1185,20,Adamawa,Rural,Secondary,Married,Informal
M1186,29,Adamawa,Urban,Tertiary,Married,Formal
M1187,20,Sokoto,Rural,None,Married,Formal
M1188,23,Rivers,Rural,Tertiary,Married,Unemployed
M1189,27,Kebbi,Urban,Secondary,Married,Student
M1190,20,Kebbi,Urban,Secondary,Married,Formal
M1191,25,Niger,Urban,Primary,Married,Informal
M1192,18,Kaduna,Rural,Tertiary,Married,Informal
M1193,21,Bauchi,Urban,None,Married,Formal
M1194,26,Adamawa,Rural,Secondary,Single,Informal
M1195,17,Gombe,Rural,Tertiary,Married,Informal
M1196,27,Oyo,Rural,None,Married,Informal
M1197,24,Kwara,Urban,Primary,Married,Informal
M1198,27,Oyo,Urban,Tertiary,Divorced,Informal
M1199,26,Sokoto,Urban,Secondary,Married,Informal
M1200,31,Anambra,Rural,Primary,Married,Informal
M1201,25,Plateau,Rural,Primary,Married,Informal
M1202,22,Delta,Urban,Tertiary,Married,Informal
M1203,25,Kebbi,Rural,Tertiary,Married,Informal
M1204,27,Katsina,Rural,Secondary,Married,Informal
M1205,25,Jigawa,Rural,Secondary,Married,Unemployed
M1206,25,Enugu,Rural,Tertiary,Married,Informal
M1207,21,Imo,Rural,Secondary,Single,Informal
M1208,21,Gombe,Urban,Secondary,Married,Informal
M1209,17,Benue,Urban,Secondary,Married,Unemployed
M1210,33,Kano,Rural,Secondary,Married,Student
M1211,18,Bauchi,Urban,None,Married,Informal
M1212,21,Kano,Rural,Tertiary,Married,Informal
M1213,21,Sokoto,Rural,Tertiary,Married,Unemployed
M1214,29,Imo,Urban,Tertiary,Single,Informal
M1215,23,Niger,Rural,Secondary,Divorced,Informal
M1216,31,Oyo,Rural,Secondary,Single,Informal
M1217,21,Oyo,Urban,Secondary,Married,Informal
M1218,26,Delta,Urban,Tertiary,Married,Formal
M1219,20,Benue,Urban,Secondary,Married,Informal
M1220,35,Borno,Urban,Secondary,Married,Formal
M1221,19,Kogi,Rural,Tertiary,Single,Student
M1222,26,Ondo,Urban,Secondary,Married,Informal
M1223,28,Lagos,Urban,Tertiary,Divorced,Unemployed
M1224,27,Borno,Rural,Primary,Married,Formal
M1225,24,Ondo,Rural,Primary,Married,Formal
M1226,24,Kano,Urban,Secondary,Married,Student
M1227,25,Ogun,Urban,Secondary,Married,Formal
M1228,24,Ondo,Rural,Secondary,Married,Informal
M1229,29,Kano,Urban,Primary,Single,Formal
M1230,36,Sokoto,Rural,Tertiary,Married,Informal
M1231,22,Katsina,Rural,Secondary,Married,Formal
M1232,18,Lagos,Rural,Secondary,Single,Formal
M1233,24,Kwara,Urban,Tertiary,Married,Unemployed
M1234,37,Rivers,Rural,Secondary,Married,Formal
M1235,20,Lagos,Urban,Secondary,Married,Unemployed
M1236,33,Benue,Rural,Secondary,Married,Informal
M1237,33,Akwa_Ibom,Urban,None,Married,Formal
M1238,22,Kaduna,Rural,Secondary,Married,Formal
M1239,27,Enugu,Rural,Tertiary,Married,Student
M1240,33,Edo,Rural,Secondary,Married,Informal
M1241,23,Akwa_Ibom,Rural,Tertiary,Married,Informal
M1242,23,Kano,Rural,Tertiary,Married,Informal
M1243,22,Enugu,Urban,Secondary,Married,Formal
M1244,19,Kano,Rural,Primary,Married,Unemployed
M1245,21,Akwa_Ibom,Urban,Secondary,Married,Student
M1246,18,Oyo,Urban,Secondary,Married,Informal
M1247,25,Anambra,Urban,None,Married,Student
M1248,21,Rivers,Rural,Secondary,Single,Informal
M1249,26,Plateau,Rural,Tertiary,Married,Informal
M1250,17,Kwara,Rural,Tertiary,Married,Formal
M1251,26,Kano,Rural,Secondary,Married,Informal
M1252,29,Kano,Rural,Secondary,Married,Informal
M1253,15,Katsina,Rural,Tertiary,Married,Informal
M1254,26,Oyo,Urban,Tertiary,Married,Unemployed
M1255,31,Sokoto,Urban,Primary,Married,Informal
M1256,18,Kano,Urban,Secondary,Married,Informal
M1257,33,Oyo,Rural,Tertiary,Widowed,Informal
M1258,27,Lagos,Urban,Primary,Married,Informal
M1259,21,FCT,Urban,Tertiary,Single,Informal
M1260,24,Kano,Urban,Tertiary,Married,Formal
M1261,27,Benue,Rural,Secondary,Married,Informal
M1262,25,Akwa_Ibom,Rural,Primary,Married,Informal
M1263,27,Bauchi,Urban,Tertiary,Married,Informal
M1264,20,Sokoto,Urban,Primary,Married,Informal
M1265,25,Imo,Rural,Secondary,Married,Informal
M1266,17,Niger,Urban,Primary,Divorced,Informal
M1267,24,Kano,Rural,Secondary,Married,Formal
M1268,20,Benue,Urban,Tertiary,Single,Formal
M1269,21,Delta,Urban,Tertiary,Married,Informal
M1270,31,Kaduna,Rural,Tertiary,Single,Unemployed
M1271,30,Kaduna,Urban,Secondary,Married,Informal
M1272,28,Katsina,Rural,None,Single,Informal
M1273,19,Benue,Rural,Secondary,Married,Unemployed
M1274,23,Jigawa,Rural,Secondary,Married,Informal
M1275,31,Edo,Urban,Tertiary,Married,Formal
M1276,25,Kaduna,Urban,Primary,Single,Unemployed
M1277,36,Gombe,Urban,Secondary,Married,Unemployed
M1278,26,Kogi,Urban,Tertiary,Widowed,Student
M1279,25,Osun,Rural,None,Married,Informal
M1280,23,Lagos,Rural,None,Married,Formal
M1281,25,Akwa_Ibom,Urban,Secondary,Married,Unemployed
M1282,24,Anambra,Rural,Tertiary,Single,Informal
M1283,28,Nasarawa,Rural,Tertiary,Married,Informal
M1284,29,Edo,Urban,Tertiary,Married,Unemployed
M1285,21,Niger,Rural,None,Single,Informal
M1286,18,Lagos,Urban,Secondary,Married,Unemployed
M1287,15,Sokoto,Rural,Primary,Married,Formal
M1288,27,Rivers,Rural,Tertiary,Married,Informal
M1289,19,Gombe,Rural,None,Married,Informal
M1290,15,Kebbi,Urban,Tertiary,Married,Informal
M1291,26,Benue,Rural,Secondary,Married,Unemployed
M1292,37,Imo,Rural,Secondary,Married,Informal
M1293,24,Yobe,Urban,None,Married,Informal
M1294,29,Niger,Urban,Secondary,Married,Unemployed
M1295,25,Jigawa,Rural,Tertiary,Married,Informal
M1296,24,Kogi,Urban,Primary,Married,Informal
M1297,29,Taraba,Rural,Secondary,Married,Informal
M1298,23,Enugu,Urban,Tertiary,Married,Formal
M1299,26,Jigawa,Rural,Tertiary,Married,Informal
M1300,26,Oyo,Rural,Secondary,Married,Informal
M1301,21,Oyo,Urban,Tertiary,Married,Student
M1302,29,Lagos,Rural,Secondary,Married,Informal
M1303,24,Oyo,Urban,Secondary,Married,Formal
M1304,21,Ogun,Rural,Secondary,Married,Informal
M1305,27,Nasarawa,Rural,None,Married,Informal
M1306,20,Katsina,Urban,None,Married,Informal
M1307,25,Lagos,Urban,Primary,Single,Formal
M1308,24,Kaduna,Urban,Tertiary,Married,Student
M1309,30,Imo,Rural,Tertiary,Married,Unemployed
M1310,27,Imo,Urban,None,Single,Informal
M1311,24,Borno,Urban,Primary,Married,Informal
M1312,29,Cross_River,Rural,Secondary,Married,Formal
M1313,31,Taraba,Urban,Secondary,Married,Student
M1314,27,Kano,Urban,Tertiary,Married,Informal
M1315,25,Delta,Urban,Tertiary,Married,Informal
M1316,18,Bayelsa,Urban,Primary,Married,Informal
M1317,19,Anambra,Rural,None,Married,Unemployed
M1318,23,Plateau,Urban,Secondary,Married,Informal
M1319,21,Bauchi,Urban,None,Married,Informal
M1320,24,Ondo,Urban,Tertiary,Married,Unemployed
M1321,25,Plateau,Rural,Secondary,Married,Formal
M1322,27,Rivers,Rural,Primary,Married,Unemployed
M1323,24,Adamawa,Rural,Primary,Married,Informal
M1324,27,Gombe,Urban,Primary,Married,Informal
M1325,25,Ondo,Rural,Secondary,Married,Informal
M1326,15,Bayelsa,Rural,Tertiary,Married,Formal
M1327,20,Jigawa,Rural,Secondary,Married,Formal
M1328,24,Benue,Urban,Secondary,Married,Formal
M1329,18,Oyo,Rural,Secondary,Married,Informal
M1330,27,Ondo,Rural,Tertiary,Married,Informal
M1331,32,Oyo,Rural,None,Married,Formal
M1332,31,Benue,Urban,Primary,Single,Unemployed
M1333,23,Kaduna,Urban,Primary,Married,Unemployed
M1334,32,Kaduna,Rural,Secondary,Married,Informal
M1335,25,Lagos,Urban,Secondary,Married,Informal
M1336,23,Delta,Rural,Primary,Married,Informal
M1337,21,Kano,Rural,Tertiary,Married,Informal
M1338,23,Edo,Rural,Primary,Married,Informal
M1339,23,Ogun,Rural,Secondary,Married,Informal
M1340,25,Kano,Urban,Secondary,Married,Student
M1341,25,Katsina,Rural,Secondary,Married,Informal
M1342,25,Enugu,Urban,Primary,Married,Formal
M1343,27,Oyo,Rural,Tertiary,Married,Formal
M1344,30,Kano,Urban,Secondary,Married,Informal
M1345,29,Plateau,Rural,None,Married,Informal
M1346,17,Jigawa,Rural,Primary,Married,Informal
M1347,15,Taraba,Rural,Secondary,Married,Informal
M1348,29,Zamfara,Rural,Secondary,Single,Formal
M1349,18,Kano,Urban,None,Married,Informal
M1350,23,Edo,Urban,Primary,Married,Informal
M1351,19,Jigawa,Rural,Secondary,Married,Student
M1352,15,Katsina,Urban,Secondary,Married,Informal
M1353,27,Yobe,Urban,Primary,Married,Informal
M1354,28,Oyo,Rural,Tertiary,Married,Formal
M1355,22,Oyo,Rural,Tertiary,Single,Informal
M1356,15,Bayelsa,Urban,Tertiary,Married,Unemployed
M1357,22,Delta,Rural,Secondary,Married,Informal
M1358,26,Lagos,Urban,Secondary,Single,Informal
M1359,17,Rivers,Urban,Primary,Married,Informal
M1360,25,Katsina,Urban,Secondary,Married,Informal
M1361,24,Bauchi,Rural,Primary,Single,Informal
M1362,27,Plateau,Rural,Tertiary,Married,Unemployed
M1363,25,Plateau,Urban,Secondary,Single,Unemployed
M1364,20,Edo,Rural,Secondary,Married,Informal
M1365,30,Ondo,Urban,Tertiary,Married,Informal
M1366,24,Edo,Urban,Secondary,Married,Informal
M1367,24,Sokoto,Rural,Primary,Married,Informal
M1368,20,Benue,Rural,Secondary,Married,Informal
M1369,22,Kaduna,Urban,Primary,Married,Informal
M1370,20,Taraba,Urban,Tertiary,Married,Informal
M1371,24,Cross_River,Urban,None,Married,Informal
M1372,33,Kano,Urban,Tertiary,Married,Informal
M1373,18,Imo,Urban,Secondary,Married,Informal
M1374,16,Adamawa,Urban,Secondary,Married,Informal
M1375,32,Akwa_Ibom,Rural,Primary,Married,Informal
M1376,23,Kano,Urban,Primary,Married,Informal
M1377,21,Delta,Rural,Tertiary,Married,Informal
M1378,30,Zamfara,Rural,Tertiary,Married,Formal
M1379,21,Jigawa,Urban,Secondary,Widowed,Student
M1380,34,Adamawa,Rural,Secondary,Married,Formal
M1381,28,Taraba,Urban,Secondary,Married,Informal
M1382,22,Plateau,Rural,Tertiary,Single,Informal
M1383,35,Lagos,Urban,Tertiary,Married,Formal
M1384,21,Oyo,Rural,Tertiary,Married,Unemployed
M1385,28,Bayelsa,Rural,Tertiary,Married,Student
M1386,26,Edo,Rural,Tertiary,Married,Informal
M1387,31,Oyo,Rural,Secondary,Married,Informal
M1388,32,Niger,Urban,Primary,Married,Formal
M1389,25,Bayelsa,Rural,Primary,Married,Informal
M1390,21,Niger,Rural,Secondary,Married,Student
M1391,27,Kano,Urban,Secondary,Married,Informal
M1392,21,Abia,Rural,None,Married,Unemployed
M1393,35,Anambra,Rural,Secondary,Married,Unemployed
M1394,25,Ebonyi,Urban,None,Widowed,Unemployed
M1395,23,Plateau,Rural,Secondary,Married,Informal
M1396,25,Katsina,Rural,Secondary,Widowed,Student
M1397,18,Niger,Urban,Tertiary,Married,Student
M1398,20,Katsina,Urban,Tertiary,Married,Formal
M1399,31,Bauchi,Urban,Tertiary,Married,Informal
M1400,21,Ekiti,Urban,None,Married,Informal
M1401,19,Enugu,Rural,Secondary,Married,Informal
M1402,27,Akwa_Ibom,Urban,Primary,Widowed,Formal
M1403,30,Kaduna,Urban,Primary,Married,Unemployed
M1404,28,Oyo,Rural,Tertiary,Married,Informal
M1405,29,Kano,Urban,Secondary,Married,Informal
M1406,21,Bauchi,Urban,Secondary,Married,Unemployed
M1407,17,Sokoto,Urban,Primary,Married,Informal
M1408,32,Kogi,Urban,Secondary,Divorced,Unemployed
M1409,23,Abia,Urban,Secondary,Married,Informal
M1410,23,Katsina,Urban,None,Single,Unemployed
M1411,31,Delta,Urban,Secondary,Married,Informal
M1412,27,Benue,Rural,Secondary,Married,Unemployed
M1413,27,Kaduna,Urban,None,Single,Informal
M1414,35,Kwara,Rural,Primary,Married,Informal
M1415,21,Delta,Urban,Tertiary,Married,Informal
M1416,29,Kaduna,Rural,None,Married,Formal
M1417,25,Lagos,Urban,Tertiary,Single,Informal
M1418,26,Anambra,Rural,Secondary,Married,Informal
M1419,32,Zamfara,Urban,None,Divorced,Formal
M1420,27,Akwa_Ibom,Urban,Primary,Married,Unemployed
M1421,27,Katsina,Rural,Secondary,Married,Informal
M1422,30,Kano,Urban,Secondary,Married,Informal
M1423,23,Zamfara,Rural,Secondary,Single,Unemployed
M1424,20,Katsina,Urban,Secondary,Married,Unemployed
M1425,19,Jigawa,Rural,Tertiary,Married,Informal
M1426,15,Kano,Rural,Secondary,Single,Unemployed
M1427,35,Lagos,Urban,Secondary,Married,Informal
M1428,19,Zamfara,Rural,Primary,Married,Informal
M1429,23,Ebonyi,Rural,None,Married,Informal
M1430,23,Abia,Urban,None,Married,Formal
M1431,26,Osun,Urban,Primary,Married,Unemployed
M1432,29,Imo,Urban,Secondary,Married,Unemployed
M1433,29,Ogun,Urban,Primary,Married,Informal
M1434,22,Lagos,Urban,Secondary,Married,Formal
M1435,24,Ondo,Rural,Secondary,Married,Informal
M1436,26,Ogun,Rural,Secondary,Married,Unemployed
M1437,23,Gombe,Urban,Tertiary,Married,Formal
M1438,33,Akwa_Ibom,Urban,None,Married,Informal
M1439,27,Katsina,Urban,Tertiary,Widowed,Informal
M1440,28,Oyo,Rural,Tertiary,Married,Formal
M1441,28,Borno,Rural,Primary,Married,Student
M1442,30,Osun,Urban,Tertiary,Married,Informal
M1443,25,Kano,Urban,Secondary,Married,Formal
M1444,18,Nasarawa,Urban,Secondary,Married,Formal
M1445,26,Lagos,Urban,None,Married,Student
M1446,21,Oyo,Urban,Tertiary,Married,Formal
M1447,22,Akwa_Ibom,Urban,Secondary,Married,Informal
M1448,27,Osun,Urban,Secondary,Married,Unemployed
M1449,31,Kano,Rural,Primary,Single,Unemployed
M1450,25,Ekiti,Urban,Secondary,Married,Informal
M1451,26,Akwa_Ibom,Urban,Secondary,Married,Informal
M1452,33,Borno,Urban,Tertiary,Widowed,Informal
M1453,26,Adamawa,Rural,Primary,Married,Informal
M1454,38,Taraba,Rural,Tertiary,Married,Student
M1455,27,Katsina,Rural,Primary,Married,Informal
M1456,16,Zamfara,Urban,Primary,Married,Formal
M1457,28,Katsina,Urban,Secondary,Married,Formal
M1458,26,Ebonyi,Urban,Secondary,Married,Unemployed
M1459,31,Ogun,Rural,Secondary,Married,Informal
M1460,28,Borno,Rural,Tertiary,Married,Informal
M1461,24,Imo,Urban,Tertiary,Married,Informal
M1462,18,Osun,Rural,Secondary,Single,Unemployed
M1463,23,Rivers,Rural,Secondary,Married,Informal
M1464,20,Gombe,Rural,Tertiary,Single,Student
M1465,22,Bauchi,Urban,Secondary,Married,Informal
M1466,27,Jigawa,Urban,Primary,Married,Unemployed
M1467,33,Rivers,Urban,None,Married,Informal
M1468,26,Ogun,Urban,Secondary,Married,Formal
M1469,19,Rivers,Urban,Secondary,Married,Unemployed
M1470,27,Jigawa,Urban,Tertiary,Married,Informal
M1471,30,Yobe,Urban,Secondary,Widowed,Informal
M1472,21,Kano,Rural,Secondary,Married,Informal
M1473,24,Kano,Rural,Secondary,Married,Unemployed
M1474,25,Sokoto,Urban,Primary,Single,Unemployed
M1475,21,Katsina,Rural,Tertiary,Married,Unemployed
M1476,28,Oyo,Urban,Tertiary,Married,Formal
M1477,24,Niger,Urban,Primary,Married,Informal
M1478,27,Anambra,Urban,Secondary,Married,Unemployed
M1479,20,Kogi,Rural,Secondary,Married,Informal
M1480,22,Oyo,Rural,Secondary,Married,Informal
M1481,28,Katsina,Rural,None,Married,Informal
M1482,23,FCT,Urban,Secondary,Married,Formal
M1483,33,Anambra,Urban,Secondary,Married,Unemployed
M1484,23,Lagos,Urban,Secondary,Married,Informal
M1485,26,Enugu,Rural,Primary,Single,Informal
M1486,29,Kogi,Urban,Primary,Married,Student
M1487,17,Kaduna,Urban,Tertiary,Married,Informal
M1488,16,Nasarawa,Urban,Tertiary,Married,Informal
M1489,17,Imo,Urban,Tertiary,Married,Unemployed
M1490,31,Adamawa,Urban,Secondary,Married,Unemployed
M1491,22,Rivers,Urban,Primary,Married,Informal
M1492,37,Imo,Rural,Tertiary,Married,Student
M1493,22,Zamfara,Urban,Tertiary,Married,Informal
M1494,25,Edo,Rural,Secondary,Single,Informal
M1495,32,Zamfara,Rural,Tertiary,Married,Formal
M1496,35,Yobe,Rural,Tertiary,Married,Formal
M1497,35,Anambra,Rural,Primary,Married,Student
M1498,31,Lagos,Rural,Tertiary,Married,Informal
M1499,30,Imo,Rural,Secondary,Married,Informal
M1500,27,Oyo,Urban,Tertiary,Married,Formal
M1501,28,Nasarawa,Rural,Secondary,Married,Informal
M1502,22,Yobe,Urban,None,Married,Unemployed
M1503,20,Benue,Rural,Secondary,Married,Formal
M1504,24,Kogi,Urban,Secondary,Married,Student
M1505,24,Osun,Rural,Tertiary,Married,Informal
M1506,22,Adamawa,Urban,Secondary,Married,Informal
M1507,28,Akwa_Ibom,Rural,Secondary,Married,Informal
M1508,29,Osun,Urban,Secondary,Married,Student
M1509,25,Jigawa,Rural,Secondary,Married,Informal
M1510,32,Jigawa,Urban,Tertiary,Single,Formal
M1511,19,Kebbi,Urban,Secondary,Single,Unemployed
M1512,24,Kogi,Rural,Tertiary,Married,Informal
M1513,21,Nasarawa,Rural,Secondary,Single,Informal
M1514,15,Yobe,Rural,Tertiary,Single,Student
M1515,24,Jigawa,Urban,Tertiary,Married,Formal
M1516,24,Ondo,Urban,Tertiary,Married,Informal
M1517,32,Kebbi,Urban,None,Married,Formal
M1518,28,Katsina,Rural,Tertiary,Married,Informal
M1519,19,Jigawa,Urban,Primary,Married,Unemployed
M1520,34,Lagos,Rural,Tertiary,Married,Informal
M1521,31,Delta,Rural,Primary,Married,Informal
M1522,27,Bauchi,Rural,Secondary,Single,Informal
M1523,23,Ogun,Rural,Secondary,Single,Unemployed
M1524,20,Kano,Rural,Tertiary,Married,Informal
M1525,23,Jigawa,Urban,Secondary,Married,Unemployed
M1526,30,Katsina,Urban,Secondary,Married,Informal
M1527,34,Ebonyi,Rural,Primary,Single,Unemployed
M1528,32,Ebonyi,Urban,Primary,Widowed,Informal
M1529,22,Kano,Rural,Secondary,Married,Formal
M1530,19,Zamfara,Rural,Tertiary,Married,Unemployed
M1531,25,Edo,Rural,None,Single,Formal
M1532,16,Sokoto,Rural,Primary,Married,Informal
M1533,26,Kano,Urban,Secondary,Married,Informal
M1534,24,Bauchi,Urban,Secondary,Married,Formal
M1535,22,Plateau,Urban,Tertiary,Married,Informal
M1536,17,Kano,Urban,Secondary,Married,Unemployed
M1537,27,Sokoto,Urban,Tertiary,Married,Formal
M1538,22,Kano,Rural,None,Married,Informal
M1539,19,Anambra,Rural,Secondary,Married,Formal
M1540,15,Nasarawa,Rural,Secondary,Married,Unemployed
M1541,24,Plateau,Rural,Tertiary,Married,Informal
M1542,33,FCT,Rural,Secondary,Married,Informal
M1543,33,Imo,Urban,Primary,Single,Informal
M1544,22,Akwa_Ibom,Urban,Secondary,Married,Student
M1545,21,Katsina,Urban,Secondary,Married,Formal
M1546,27,Rivers,Urban,None,Married,Informal
M1547,20,Plateau,Urban,Secondary,Married,Informal
M1548,26,Niger,Urban,Primary,Married,Formal
M1549,28,Sokoto,Rural,Secondary,Married,Informal
M1550,31,Lagos,Rural,Tertiary,Married,Informal
M1551,24,Oyo,Urban,None,Single,Formal
M1552,23,Kano,Rural,None,Married,Unemployed
M1553,20,Bauchi,Rural,Tertiary,Single,Informal
M1554,20,Borno,Rural,Secondary,Married,Formal
M1555,23,Bayelsa,Urban,Tertiary,Married,Formal
M1556,26,Osun,Urban,Secondary,Married,Informal
M1557,29,Adamawa,Urban,Primary,Married,Student
M1558,20,Katsina,Rural,Primary,Married,Informal
M1559,32,Jigawa,Urban,Primary,Single,Informal
M1560,23,Oyo,Urban,Primary,Married,Informal
M1561,24,Katsina,Urban,None,Married,Unemployed
M1562,21,Kwara,Rural,Primary,Divorced,Informal
M1563,15,Anambra,Rural,Secondary,Married,Unemployed
M1564,29,Enugu,Urban,Tertiary,Married,Unemployed
M1565,28,Zamfara,Rural,Primary,Married,Informal
M1566,23,Niger,Rural,Secondary,Married,Unemployed
M1567,25,Katsina,Rural,Primary,Married,Informal
M1568,27,Ondo,Rural,None,Married,Unemployed
M1569,17,Oyo,Urban,Tertiary,Married,Formal
M1570,22,Anambra,Urban,None,Married,Unemployed
M1571,28,Yobe,Urban,Tertiary,Married,Formal
M1572,18,Lagos,Urban,Tertiary,Married,Formal
M1573,26,Kano,Rural,Secondary,Married,Formal
M1574,18,Nasarawa,Urban,Tertiary,Married,Formal
M1575,27,Imo,Urban,Tertiary,Married,Unemployed
M1576,24,Rivers,Urban,Secondary,Married,Informal
M1577,16,Osun,Rural,Tertiary,Married,Unemployed
M1578,30,Lagos,Rural,Primary,Married,Formal
M1579,21,Borno,Urban,Secondary,Single,Informal
M1580,20,Yobe,Rural,Secondary,Single,Unemployed
M1581,26,Kaduna,Urban,Secondary,Married,Unemployed
M1582,30,Sokoto,Urban,Secondary,Married,Informal
M1583,19,Akwa_Ibom,Rural,Tertiary,Married,Informal
M1584,25,Bauchi,Urban,Primary,Married,Formal
M1585,27,Benue,Urban,Tertiary,Married,Unemployed
M1586,28,Benue,Urban,None,Married,Formal
M1587,25,Gombe,Rural,None,Widowed,Informal
M1588,23,Niger,Rural,Secondary,Divorced,Formal
M1589,20,Imo,Rural,Secondary,Married,Formal
M1590,25,Taraba,Rural,Secondary,Married,Informal
M1591,19,Rivers,Rural,None,Married,Informal
M1592,15,Plateau,Urban,Secondary,Single,Informal
M1593,27,Delta,Rural,Tertiary,Single,Informal
M1594,29,Lagos,Urban,Secondary,Married,Unemployed
M1595,15,Katsina,Urban,None,Divorced,Formal
M1596,19,Bauchi,Rural,Secondary,Married,Informal
M1597,28,Enugu,Rural,None,Married,Informal
M1598,35,Katsina,Urban,Secondary,Married,Formal
M1599,25,Kano,Rural,Tertiary,Married,Unemployed
M1600,21,Benue,Rural,Tertiary,Single,Student
M1601,24,Taraba,Urban,Secondary,Married,Unemployed
M1602,31,Benue,Urban,Secondary,Married,Unemployed
M1603,21,Lagos,Rural,Secondary,Single,Unemployed
M1604,21,Niger,Rural,Tertiary,Married,Student
M1605,22,Kogi,Urban,Secondary,Married,Informal
M1606,20,Plateau,Rural,Tertiary,Single,Informal
M1607,25,Katsina,Rural,Tertiary,Married,Student
M1608,33,Oyo,Urban,Secondary,Married,Informal
M1609,26,Adamawa,Rural,Tertiary,Married,Informal
M1610,23,Akwa_Ibom,Urban,Tertiary,Married,Unemployed
M1611,23,Lagos,Urban,None,Married,Informal
M1612,17,Kebbi,Urban,Tertiary,Single,Informal
